id	filename	md5	size	state
4ac5c2da-497f-4fb4-80db-c7e774c1873a	4ac5c2da-497f-4fb4-80db-c7e774c1873a/4df16e07-cdbc-46cc-8b9c-39d4a9dca09e.FPKM-UQ.txt.gz	fece0a61ad30a786de8ee50d25028d61	526515	validated
4fd80a9d-7f53-4f25-bab8-c67e6a72bdee	4fd80a9d-7f53-4f25-bab8-c67e6a72bdee/b9038119-a0a9-4987-b9e3-02ea055a644a.FPKM-UQ.txt.gz	302b9a978a6770011a15565421085b09	509956	validated
530be5aa-e73f-428f-b988-fd6665a194e5	530be5aa-e73f-428f-b988-fd6665a194e5/05f0ced5-6976-4f43-9be5-fddb3f550adf.FPKM-UQ.txt.gz	b4f35ea14c4bbac09f6defb5f169ffae	530765	validated
5313c4c8-34b0-4c29-9e36-b0c02e92f940	5313c4c8-34b0-4c29-9e36-b0c02e92f940/f144de50-6126-4912-9c94-824d1eb0fac5.FPKM-UQ.txt.gz	bc925b3be7cc88fb36ff2b51107f2f8b	510358	validated
532fdf1c-3cb0-495e-bbf4-7f75c4179d4b	532fdf1c-3cb0-495e-bbf4-7f75c4179d4b/d1356d85-5b29-4666-818c-b1f43bcdab3c.FPKM-UQ.txt.gz	c86464fdc45b09b161e113694a06bc6e	536374	validated
54cf71ec-1bcc-4585-80da-f480f9c4696c	54cf71ec-1bcc-4585-80da-f480f9c4696c/65a45bca-b5d4-4763-a51f-f7b9ad9efcb9.FPKM-UQ.txt.gz	777202cbbd96d0aead4408b467ae6ebb	524163	validated
55232337-9331-4cb6-a1da-d43a7639ea93	55232337-9331-4cb6-a1da-d43a7639ea93/f2389819-b8fc-460e-821c-01dba313cce1.FPKM-UQ.txt.gz	c74d3ea0936679ba25cbf0e4d3bb6cce	512579	validated
56675e3d-0a2b-4b27-97d0-7acfcb3efecb	56675e3d-0a2b-4b27-97d0-7acfcb3efecb/49895f4a-72ac-4d5e-ba56-8c8bb5de4758.FPKM-UQ.txt.gz	38086acc5d1dc6444596f005331239de	526515	validated
58309675-321d-4587-ac73-dc404e92cb75	58309675-321d-4587-ac73-dc404e92cb75/574df2fc-a608-49c5-8e83-f26d03ef8bb3.FPKM-UQ.txt.gz	7edb72c778cab108cf85838172e3e509	486109	validated
58bba5ed-1e5f-4e27-9c0f-06cec1e6dd33	58bba5ed-1e5f-4e27-9c0f-06cec1e6dd33/59f31be1-8904-4395-a968-8bc9f68b5160.FPKM-UQ.txt.gz	75c49dbcc68c538103e7af0a0d68462a	507772	validated
58ff1dc6-277c-47a4-a683-d1b1bf8f732f	58ff1dc6-277c-47a4-a683-d1b1bf8f732f/464c3bd5-5bd2-415f-919e-a5a779a103c4.FPKM-UQ.txt.gz	20d233bf9f6db07b097d42836d6375fe	534328	validated
5b9b7cbd-3cb7-413e-a179-b3be5e31e2dc	5b9b7cbd-3cb7-413e-a179-b3be5e31e2dc/a6ad90fe-ccfe-47ce-9e5a-95f5e7acf761.FPKM-UQ.txt.gz	662bebab59e9575b4248c6af96f79386	525582	validated
5c8bccef-595c-4088-87df-43cff5bf7a6f	5c8bccef-595c-4088-87df-43cff5bf7a6f/feb22766-4282-47c8-bfe2-7d020b4a15d4.FPKM-UQ.txt.gz	154dade699aa8341e352d4d91dec827f	530843	validated
5db59b18-0a66-4473-99c2-e5bb34095378	5db59b18-0a66-4473-99c2-e5bb34095378/702f6e87-99e7-47fb-a1bf-58b813489e6d.FPKM-UQ.txt.gz	0b4e75a5dc5726b0a519740b530afc83	517834	validated
5e64c4e7-2045-4aad-8ec0-2c015470ce5a	5e64c4e7-2045-4aad-8ec0-2c015470ce5a/c946ab0d-ddbd-42c8-9a72-6bc99b44438f.FPKM-UQ.txt.gz	7555a48ac0be3549e8a785bb7a614cd8	503467	validated
6181abf9-1468-45b0-a737-e962ef393c87	6181abf9-1468-45b0-a737-e962ef393c87/4929062b-3127-4038-8313-c20cbd274be4.FPKM-UQ.txt.gz	4ba6b7d8d73833e8336cc6fa4a22ae44	547395	validated
618e4cbe-8a53-45b1-99e4-719cf0585f83	618e4cbe-8a53-45b1-99e4-719cf0585f83/0f426284-c121-4860-bb80-8df032b0dea8.FPKM-UQ.txt.gz	d3dace64528ce414134597633a78130c	529824	validated
61e4be0e-c496-45a2-9d54-d4912ba3a288	61e4be0e-c496-45a2-9d54-d4912ba3a288/e38e0ced-093c-44e9-9f3b-7cdd0e6b912e.FPKM-UQ.txt.gz	9d86ba4c2264f9a8bbdfb98675226cfc	552834	validated
63cff8bf-daae-4352-98c9-b08a767c3917	63cff8bf-daae-4352-98c9-b08a767c3917/d5612378-33e0-4fe5-ad2f-a1887fb7b5cd.FPKM-UQ.txt.gz	a17dcd85a1c70fafd1b69bbe0f4f333f	524799	validated
6515053a-fb30-424f-b460-0767608dbdc1	6515053a-fb30-424f-b460-0767608dbdc1/a4bc2872-29bd-4458-8247-37152e0d0813.FPKM-UQ.txt.gz	d36425e2b00b292958da7bf4d9b0184b	522060	validated
68ce19d6-dab4-4201-a2b2-526eeb7e2674	68ce19d6-dab4-4201-a2b2-526eeb7e2674/7d0fbed4-b5e1-4633-ac04-e0ee614b90ee.FPKM-UQ.txt.gz	144bc1c80a08accf9d8bca8791d2da3c	500624	validated
68d52958-2f75-4cc4-8865-536855dbaf55	68d52958-2f75-4cc4-8865-536855dbaf55/83f33647-1b5f-4017-bb52-02cfb2478641.FPKM-UQ.txt.gz	2d27a349db8c8529a1eb766be24b2b88	536988	validated
6a3252ed-2695-4801-bd1b-2b4154327b8a	6a3252ed-2695-4801-bd1b-2b4154327b8a/cbab599f-5cad-4d5a-94fd-9598219daade.FPKM-UQ.txt.gz	b13772f72789be93d4f0718560bb7fd6	511514	validated
6b2f3bd1-2025-452e-b660-04cc7ecb69bc	6b2f3bd1-2025-452e-b660-04cc7ecb69bc/30ce3471-112b-426c-ab57-6c0ab8e85dd2.FPKM-UQ.txt.gz	e818f890a66ebe467a3a512d718e268e	522872	validated
6b9f78c8-b691-451e-a148-7ae0a0e77239	6b9f78c8-b691-451e-a148-7ae0a0e77239/4a39bda3-2a3f-4253-bea1-607260375f07.FPKM-UQ.txt.gz	1be6c17e9accda14a5ba252528afe5c1	504323	validated
6bfcf4fc-e2e6-44cf-8e0a-c0c402a00dc8	6bfcf4fc-e2e6-44cf-8e0a-c0c402a00dc8/8103517e-1192-4e6a-87c2-eb02010fa417.FPKM-UQ.txt.gz	6535aae9f1cd8cd1c646a0b374cfd635	522991	validated
6c459cfc-1cf5-45d8-a15d-b00c184b1784	6c459cfc-1cf5-45d8-a15d-b00c184b1784/1cc8603e-e8eb-4079-aef2-843329fd101f.FPKM-UQ.txt.gz	eeac22fa8d252b1c4eb3c404e7cfcf52	513838	validated
712c5e4f-5260-4259-bf2d-6176427283a1	712c5e4f-5260-4259-bf2d-6176427283a1/0726996d-62f2-4880-808c-cfe3361b4b42.FPKM-UQ.txt.gz	496c80bafc1814cc8431954bf5578e74	519002	validated
73f88447-91dd-4a81-8715-273d2d11a1fb	73f88447-91dd-4a81-8715-273d2d11a1fb/b7f66df2-885a-43c6-9fce-8520071d151e.FPKM-UQ.txt.gz	9462e256e4920507ad0191d3232be8fe	514220	validated
74db35c1-7107-4054-9b4c-07556262aa38	74db35c1-7107-4054-9b4c-07556262aa38/0e556719-18fe-49e4-9c2e-454bb11c7e03.FPKM-UQ.txt.gz	c3d809847f809b1b926ff3c1fb6b8c47	511352	validated
7584883d-6231-4e91-974c-8794d180dde6	7584883d-6231-4e91-974c-8794d180dde6/798e9f56-9964-4544-9d06-6a3aea20d0a6.FPKM-UQ.txt.gz	ba240f6459d6565a20d05ccb2eef20c0	515173	validated
77205b70-6aa2-4afc-a39a-1b6034f1f807	77205b70-6aa2-4afc-a39a-1b6034f1f807/0143419f-2abe-4906-bb55-af6010fab05f.FPKM-UQ.txt.gz	b53431c3d5c68eff2f88205abb9ac66c	512926	validated
791b0ca8-63aa-402f-a173-db6c836c3273	791b0ca8-63aa-402f-a173-db6c836c3273/df86f65c-b4ca-4d14-92b5-76f600bb12ee.FPKM-UQ.txt.gz	68c19e9e216e925f8d2ba26fdf1cf99a	502573	validated
7a016b8c-3da5-45c6-b944-80a713359611	7a016b8c-3da5-45c6-b944-80a713359611/cdaedb53-612c-4e7a-8ffe-348944b94e0c.FPKM-UQ.txt.gz	dac5d550e597bd187aab0910007a5387	542848	validated
7a39b875-99ac-4514-9e37-2b4767796d4f	7a39b875-99ac-4514-9e37-2b4767796d4f/f8551a29-d4bd-4954-bf9c-8e10265063de.FPKM-UQ.txt.gz	0ab90fc569fdea85007d7435fa616357	515159	validated
7be61946-6f02-4d4b-9e9b-5d16015a834b	7be61946-6f02-4d4b-9e9b-5d16015a834b/4b377b21-fed6-4684-bd4c-93850e8b5b8a.FPKM-UQ.txt.gz	76b3af352ba17ae1b2e34f0556ab0f99	501990	validated
823ec73f-617c-406d-92fa-a8dbb19681cd	823ec73f-617c-406d-92fa-a8dbb19681cd/f748bf78-4dc1-47ad-8611-8186479d3e4b.FPKM-UQ.txt.gz	2e7a417b75e1ecd25d7b809e1ae7351d	527592	validated
89ca7218-6805-4a48-bee7-d77ff2512ee1	89ca7218-6805-4a48-bee7-d77ff2512ee1/19a3b9bb-d4cb-4925-a87a-57f724141a67.FPKM-UQ.txt.gz	0066fba3647cd7e11694601f376fce51	522746	validated
89f4adf5-6431-4145-8e3e-84bbfc4c2810	89f4adf5-6431-4145-8e3e-84bbfc4c2810/d64765a8-65d1-4205-bc12-2a23e056d901.FPKM-UQ.txt.gz	a1aadcff56a064bea79c4785f5bb1617	518632	validated
8b9462e6-375e-46c1-b825-03025d0f8f35	8b9462e6-375e-46c1-b825-03025d0f8f35/b244f324-fd8a-4d4b-b8f5-bad973c649d5.FPKM-UQ.txt.gz	534d5d67e8f64f2ae28a9daf899369ec	527047	validated
8be7a567-d4ce-4bca-a7f6-ce05a9948e01	8be7a567-d4ce-4bca-a7f6-ce05a9948e01/c48dcdef-8805-4887-bacc-e351613886a0.FPKM-UQ.txt.gz	256d7c982d6857fae08510958a7ccb1f	527519	validated
8d88014a-acfc-4cd4-a838-4d0991c09f0b	8d88014a-acfc-4cd4-a838-4d0991c09f0b/be13c589-e2f2-4505-9f12-2de3a8c97fdf.FPKM-UQ.txt.gz	c20d618c113f6cd8cfa23098a4d1d091	541200	validated
8e13156d-0385-40ab-bd42-1b1550bebb86	8e13156d-0385-40ab-bd42-1b1550bebb86/3d771128-9e90-49c2-8ee5-23d994ee6398.FPKM-UQ.txt.gz	2a370fd48bb9c3fc78bea75d2b0ec144	536047	validated
8fb8b9be-5647-4773-a5b8-041d0378450e	8fb8b9be-5647-4773-a5b8-041d0378450e/4cd85f4f-162e-40a8-ab1d-4f6f562c68ff.FPKM-UQ.txt.gz	e096ded6d29c3dcc4d458d016ed3c246	530748	validated
92287ccc-ca9b-44c9-b4d9-b5ed0b912559	92287ccc-ca9b-44c9-b4d9-b5ed0b912559/7b11a93d-fde2-4779-b4ab-502480a4c6ed.FPKM-UQ.txt.gz	a5b76f4601c0d529faa147b3bc92bba5	521829	validated
97560694-c900-4928-80aa-6144829c9763	97560694-c900-4928-80aa-6144829c9763/65f1f44c-1f60-45cd-8e1d-16304536c4d5.FPKM-UQ.txt.gz	9d3cde10cb11dd74c9f3249dc3684c62	517497	validated
9867abaa-2262-4620-a656-f5825f92b24e	9867abaa-2262-4620-a656-f5825f92b24e/9f124994-5787-488d-b679-a33419ab63e5.FPKM-UQ.txt.gz	f08b34ed257752e1bd7965664fa2b0b7	523922	validated
998d155b-640e-4932-af90-00b14127e126	998d155b-640e-4932-af90-00b14127e126/8fc1d9e6-1247-498f-92c4-cc499dcfad45.FPKM-UQ.txt.gz	0e95d6704769a84811987678222c86f1	528891	validated
9bd3ae8c-f1c5-4e34-9f07-a9204a6bb610	9bd3ae8c-f1c5-4e34-9f07-a9204a6bb610/b6aa34d6-2b02-4317-8361-79536c7cb4e6.FPKM-UQ.txt.gz	b3a96820b0aa0732602b54c7fd214e59	487488	validated
9bdf2b3e-58ce-427c-96ad-c6b26378fac2	9bdf2b3e-58ce-427c-96ad-c6b26378fac2/6423474d-60d7-4401-8e5b-46a3fbde5299.FPKM-UQ.txt.gz	e03ce36857646c80c4af49f74508033f	476176	validated
9f2e5dd4-df50-4efe-bcbb-a919a02f1114	9f2e5dd4-df50-4efe-bcbb-a919a02f1114/057aa9ac-f22c-4c11-a44d-ad52ae59b4cf.FPKM-UQ.txt.gz	b31585c732a37991fd5d8ef341d408ae	526240	validated
a3b421ee-8a57-496d-a6e2-f8363df711a9	a3b421ee-8a57-496d-a6e2-f8363df711a9/44c3d518-14fa-4d63-b265-d7fc81c398e2.FPKM-UQ.txt.gz	4bfe376073f89ea69eaa0109ea0e4d03	524637	validated
a5274686-2f88-46da-b453-0e4a25f99138	a5274686-2f88-46da-b453-0e4a25f99138/32662b7d-7abd-4ec4-b802-869292832cfc.FPKM-UQ.txt.gz	2a4797188839e5d7f2ee4953989dc82f	513625	validated
a773096b-a0f6-4d59-a84c-e1c2a8df8510	a773096b-a0f6-4d59-a84c-e1c2a8df8510/0be94b2f-fccb-4482-b0ea-695c101aa65a.FPKM-UQ.txt.gz	85cf01bd0ad965ee722952d200d61cea	490701	validated
a7a4ce1e-5c61-4ca9-9748-4d4efd77696e	a7a4ce1e-5c61-4ca9-9748-4d4efd77696e/aec2e0c7-4792-41af-873c-3f3a53ec6d38.FPKM-UQ.txt.gz	03949737031ebb660b819c929def4363	522511	validated
a7c2fa46-c649-467d-a453-2ab52f8de580	a7c2fa46-c649-467d-a453-2ab52f8de580/a0f5f7d4-88e0-4f3b-853b-e1e4f6bca748.FPKM-UQ.txt.gz	7080f691d3ecb296c5aabdb79826069c	512004	validated
a895cd1d-54c6-455f-8fd7-6f17bf54c968	a895cd1d-54c6-455f-8fd7-6f17bf54c968/51d0123d-f082-4ce1-8f06-e3dafd224a88.FPKM-UQ.txt.gz	50d142d74e3da8c82cc6884ffba394ed	533973	validated
a9203754-b953-4c2c-9979-19052a771632	a9203754-b953-4c2c-9979-19052a771632/4764acbb-d535-4ec1-8aa4-df1512a754c2.FPKM-UQ.txt.gz	2d5a22cbfc359fb043d8ea1da2acdaeb	522482	validated
a94aec49-daca-4ed8-92ec-c9fba5909651	a94aec49-daca-4ed8-92ec-c9fba5909651/0c3dee5c-b102-4cc2-85d5-4c0e8f860c86.FPKM-UQ.txt.gz	b0b44e35f3ab2e4aefecf2f8136647dc	522240	validated
aab83295-405b-4b95-9863-5e0b4c3d72a2	aab83295-405b-4b95-9863-5e0b4c3d72a2/b9ab7393-4abb-41ec-9d55-a3dc846c4a93.FPKM-UQ.txt.gz	7b32a3931526961e0394268598af0096	533011	validated
ad284dd6-bd9e-4e06-80d4-dfb71347f12d	ad284dd6-bd9e-4e06-80d4-dfb71347f12d/731337f2-a700-43d4-9f37-ee04ae39a932.FPKM-UQ.txt.gz	67116cec83556b5acd6f72a771bfa8e0	528416	validated
b1435211-4eee-4f81-99c9-14e91d094824	b1435211-4eee-4f81-99c9-14e91d094824/3f2cc0e5-5c45-4b32-bed1-8d549bb167eb.FPKM-UQ.txt.gz	27fcba6da03216eceed3c6830764daec	524988	validated
b25bd1e5-8050-4f19-b515-210d06171346	b25bd1e5-8050-4f19-b515-210d06171346/94816a7b-6de4-4586-9ea0-0c4fbbc4abd8.FPKM-UQ.txt.gz	4e91a53b047e0fe86b040a6053011e68	516621	validated
bb069429-2015-455e-a3f9-e1ff1878ed9d	bb069429-2015-455e-a3f9-e1ff1878ed9d/a155ec07-2baf-404b-85bc-28330a8fee33.FPKM-UQ.txt.gz	b56d5cce3cc073095ec977c75f3fe8e8	505854	validated
bbd718fb-85e1-47e3-bb84-5b2bd4b69d43	bbd718fb-85e1-47e3-bb84-5b2bd4b69d43/b490fdcb-d7ae-4473-93a5-eb332225b81b.FPKM-UQ.txt.gz	f1533b70e55d5d03cd17e37298988a25	514013	validated
bc6caf13-3401-4deb-8e57-5f90be181c7e	bc6caf13-3401-4deb-8e57-5f90be181c7e/844f025f-f7f5-443a-8c4f-855bfe6c212e.FPKM-UQ.txt.gz	1b187a48d1cda15f5a42a0a4e6e373e3	512999	validated
be0cb97d-98de-4fbf-a341-0bc4295ca8a5	be0cb97d-98de-4fbf-a341-0bc4295ca8a5/232f085b-6201-4e4d-8473-e592b8d8e16d.FPKM-UQ.txt.gz	4d558ff2b12d950ba593f479764b8db7	516091	validated
bf1781ac-16e3-41ad-b9a9-ca3485180a74	bf1781ac-16e3-41ad-b9a9-ca3485180a74/a2a33be8-232b-44bf-a003-349017a5bc5a.FPKM-UQ.txt.gz	db383c176c146d0455b1d13a7de3bfc6	526875	validated
c1a32c9d-3c0a-48e8-8299-a2f161200ab1	c1a32c9d-3c0a-48e8-8299-a2f161200ab1/d7d3fe8e-3885-44e8-934c-50f2a3bbfb2f.FPKM-UQ.txt.gz	7c27996e3a53b453d3ec38b6cdc8716a	516544	validated
c3a1cdee-1308-4cf2-8221-362e1d82d584	c3a1cdee-1308-4cf2-8221-362e1d82d584/5047576e-f3de-4244-8f47-f78bc1c10c22.FPKM-UQ.txt.gz	9bd722c4b34b1c99183e12ba20c4cac4	529258	validated
c3adbc77-fd68-4b3c-8cbb-3abab2ffed6e	c3adbc77-fd68-4b3c-8cbb-3abab2ffed6e/e770b299-b4c2-4dee-95a8-abc3c5773439.FPKM-UQ.txt.gz	9f16d630c8b8f769ed3cbdf3302dbab0	522277	validated
c3b065fd-355e-49e0-8f30-26b2a094ae64	c3b065fd-355e-49e0-8f30-26b2a094ae64/136067dc-fde9-42e4-8488-d38c7e2d713c.FPKM-UQ.txt.gz	f4278e27b272749ec28d772a5f357cb2	530773	validated
c42107fe-e36e-4bf4-a2b7-03e73f32f712	c42107fe-e36e-4bf4-a2b7-03e73f32f712/e1e6b7e8-884b-4074-93f7-1feba917f805.FPKM-UQ.txt.gz	61fed8cbcde89cdb43fe077f95a23c5d	513564	validated
c5fb7493-f16b-444d-acc2-b5872684c518	c5fb7493-f16b-444d-acc2-b5872684c518/0349f526-7816-4a7d-9967-1f75dd9ff00a.FPKM-UQ.txt.gz	d067ac92498d7611be91b43148d0352e	514751	validated
c60ba660-f1d0-450a-a363-4406f8ad6e67	c60ba660-f1d0-450a-a363-4406f8ad6e67/50e50114-97c0-46a6-ac5a-8c5c32abd6b2.FPKM-UQ.txt.gz	cfc729ce038c719779deb2240a7d7f88	513736	validated
